0.000881833
0.0228492
0.113561
0.205949
0.384062
0.717864
1.43748
2.2704
2.98161
5.54299
9.09943
12.1938
16.5511
22.9205
25.8329
43.4633
53.7474
75.4119
73.0199
152.745
121.874
208.159
217.347
293.629
393.826
390.951
498.934
702.65
716.044
775.46
900.173
