0.00316,0.00267133,0.00238544,0.00224275,
0.0293743,0.0306742,0.0312782,0.0315341,
0.307178,0.254356,0.225253,0.210847,
0.388537,0.373643,0.366177,0.362643,
6.5993,3.74785,2.16688,1.37693,
4.47694,2.80231,1.87257,1.40819,
17.3166,18.4638,19.6858,18.5769,
156.368,125.733,103.057,87.4073,
20.3201,12.4816,8.13773,5.96651,
55.5052,32.6013,19.8904,13.5222,
86.1175,51.6413,32.5371,22.9924,
84.1157,51.1431,32.8546,23.715,
106.1,65.6724,43.2216,31.9886,
120.959,90.0068,72.8493,64.2379,
175.389,108.948,72.048,53.5983,
223.238,145.592,102.535,81.0177,
204.789,144.208,110.669,93.9114,
401.102,242.165,154.255,110.423,
411.498,257.259,171.748,129.061,
773.663,467.771,297.923,212.961,
731.511,454.787,301.077,224.278,
899.972,579.507,401.474,312.518,
899.992,594.461,424.529,339.607,
899.99,623.589,469.838,393.25,
